Date,Close/Last,Volume,Open,High,Low
10/29/2019,$177.63 ,7572843,$179.80 ,$180 ,$177.37 
10/28/2019,$179.84 ,10086500,$178.93 ,$180.18 ,$178.35 
10/25/2019,$177.85 ,10130120,$174.93 ,$179.15 ,$173.50 
10/24/2019,$176.16 ,8126875,$173.42 ,$176.87 ,$173.40 
10/23/2019,$171.32 ,7165408,$170.99 ,$172.17 ,$170.18 
10/22/2019,$170.86 ,10184700,$177 ,$177.79 ,$170.78 
10/21/2019,$176.43 ,4927422,$176 ,$176.73 ,$174.61 
10/18/2019,$175.71 ,6312056,$177.90 ,$178.20 ,$174.55 
10/17/2019,$177.94 ,4910081,$178.89 ,$179.19 ,$177.50 
10/16/2019,$177.87 ,6521596,$177.92 ,$178.26 ,$176.27 
10/15/2019,$178.75 ,4445673,$178.13 ,$179.43 ,$177.55 
10/14/2019,$177.36 ,7263803,$177.38 ,$178.41 ,$177.11 
10/11/2019,$177.06 ,8950605,$176.87 ,$179.20 ,$176.85 
10/10/2019,$174.88 ,4850389,$173.89 ,$175.90 ,$173.59 
10/9/2019,$174.88 ,6343617,$174.11 ,$175.99 ,$173.64 
10/8/2019,$172.42 ,5496853,$173.57 ,$174.64 ,$171.88 
10/7/2019,$174.90 ,5295449,$174.66 ,$175.69 ,$173.80 
10/4/2019,$175.98 ,6124333,$174.68 ,$176.52 ,$174.44 
10/3/2019,$172.87 ,7346733,$169.91 ,$173.14 ,$168.63 
10/2/2019,$169.83 ,10721760,$172.64 ,$172.94 ,$168.59 
10/1/2019,$174.29 ,8224567,$173.02 ,$174.82 ,$172.82 
9/30/2019,$172.01 ,16609020,$174.17 ,$175.45 ,$172.01 
9/27/2019,$174 ,9307300,$176.70 ,$176.83 ,$172.36 
9/26/2019,$175.65 ,10428120,$175.65 ,$176.45 ,$174.61 
9/25/2019,$175.28 ,7828568,$173.80 ,$175.67 ,$172.39 
9/24/2019,$174.48 ,10428260,$176.11 ,$177.20 ,$173.40 
9/23/2019,$174.91 ,8837886,$172.90 ,$175.25 ,$172.79 
9/20/2019,$174.06 ,12935740,$177.40 ,$177.63 ,$173.95 
9/19/2019,$175.96 ,7029109,$176.20 ,$177.41 ,$175.61 
9/18/2019,$175.29 ,9758746,$177.09 ,$177.18 ,$172.83 
9/17/2019,$176.45 ,5940308,$176.83 ,$178.26 ,$175.04 
9/16/2019,$176.11 ,4253607,$176.17 ,$177.20 ,$175.51 
9/13/2019,$177.27 ,6103245,$178.65 ,$178.77 ,$176.02 
9/12/2019,$177.98 ,7748794,$176.85 ,$179.41 ,$176.68 
9/11/2019,$174.98 ,9113604,$177.40 ,$177.93 ,$174.45 
9/10/2019,$176.35 ,15255200,$179.41 ,$179.70 ,$173.81 
9/9/2019,$181.55 ,7290516,$186.92 ,$187.05 ,$179.51 
9/6/2019,$185.74 ,7990936,$184.74 ,$186.71 ,$184.55 
9/5/2019,$184.73 ,6387278,$183.73 ,$185.68 ,$183.38 
9/4/2019,$181.77 ,4168909,$180.90 ,$182.20 ,$180.05 
9/3/2019,$179.20 ,4644378,$180.52 ,$181.25 ,$179.10 
8/30/2019,$180.82 ,4061275,$181.99 ,$182.18 ,$179.67 
8/29/2019,$181.17 ,4679395,$180.40 ,$181.39 ,$179.31 
8/28/2019,$178.67 ,4409264,$176.99 ,$178.99 ,$176.03 
8/27/2019,$178.38 ,4024304,$178.32 ,$179.19 ,$176.94 
8/26/2019,$177.59 ,7755205,$176.41 ,$177.67 ,$175.35 
8/23/2019,$175.23 ,7053554,$179.55 ,$180.50 ,$174.24 
8/22/2019,$180.09 ,6660275,$181.95 ,$182.33 ,$178.61 
8/21/2019,$180.94 ,3696519,$180.69 ,$181.69 ,$180.24 
8/20/2019,$179.24 ,3794064,$179.43 ,$180.63 ,$178.49 
8/19/2019,$179.74 ,5285814,$180.42 ,$180.42 ,$178.12 
8/16/2019,$178.23 ,8312221,$178 ,$178.75 ,$177.20 
8/15/2019,$176.27 ,6698028,$174.26 ,$177.02 ,$173.52 
8/14/2019,$173.51 ,7293455,$176.24 ,$177.25 ,$173.16 
8/13/2019,$178.61 ,6786004,$174.39 ,$178.92 ,$174.21 
8/12/2019,$176.34 ,7394391,$177.44 ,$178.65 ,$175.60 
8/9/2019,$179.05 ,5373665,$179.67 ,$180.10 ,$177.85 
8/8/2019,$179.90 ,7602826,$177.46 ,$179.95 ,$176.57 
8/7/2019,$175.32 ,8292806,$171.50 ,$175.73 ,$170.34 
8/6/2019,$172.48 ,10281290,$171.79 ,$172.95 ,$170.13 
8/5/2019,$168.86 ,16858340,$172.01 ,$173.50 ,$166.98 
8/2/2019,$177.42 ,8264575,$178 ,$178.27 ,$174.69 
8/1/2019,$179.17 ,8417340,$179.19 ,$182.40 ,$178.17 
7/31/2019,$178 ,7981222,$181.79 ,$182.05 ,$176.06 
7/30/2019,$181.53 ,5236595,$182.54 ,$183.38 ,$181.27 
7/29/2019,$183.21 ,4621839,$183.89 ,$184.07 ,$182.73 
7/26/2019,$183.69 ,5056545,$182.41 ,$183.82 ,$182.21 
7/25/2019,$181.59 ,6085782,$183.87 ,$183.99 ,$181.30 
7/24/2019,$183.33 ,8169268,$180.79 ,$183.43 ,$179.25 
7/23/2019,$180.90 ,7192989,$180.89 ,$181.27 ,$179.06 
7/22/2019,$180.57 ,4864405,$179.64 ,$180.98 ,$179.14 
7/19/2019,$179.24 ,5327073,$181.84 ,$181.84 ,$179.14 
7/18/2019,$180.53 ,4738512,$178.63 ,$180.62 ,$178.58 
7/17/2019,$179.15 ,3994229,$179.56 ,$180.21 ,$179.01 
7/16/2019,$179.31 ,6800162,$180.37 ,$180.88 ,$178.73 
7/15/2019,$180.57 ,4490576,$180.56 ,$181.07 ,$179.94 
7/12/2019,$180.33 ,7196717,$181.35 ,$181.35 ,$178.92 
7/11/2019,$180.74 ,6986642,$180.12 ,$180.94 ,$179.46 
7/10/2019,$179.31 ,5110955,$178.58 ,$180.26 ,$178.58 
7/9/2019,$177.73 ,4894250,$175.43 ,$177.89 ,$175.30 
7/8/2019,$176.19 ,6720284,$176.30 ,$176.61 ,$175.40 
7/5/2019,$176.66 ,5840638,$175.86 ,$177.03 ,$174.51 
7/3/2019,$176.87 ,4066632,$176 ,$176.99 ,$175.72 
7/2/2019,$175.28 ,5239069,$174.10 ,$175.32 ,$173.30 
7/1/2019,$173.94 ,6121956,$175.33 ,$175.54 ,$172.74 
6/28/2019,$173.55 ,8442697,$171.96 ,$173.55 ,$170.52 
6/27/2019,$171.23 ,5873376,$172.12 ,$172.40 ,$170.32 
6/26/2019,$171.06 ,7129946,$171.39 ,$172.39 ,$170.82 
6/25/2019,$171.28 ,9899898,$174.81 ,$174.94 ,$170.59 
6/24/2019,$173.85 ,5554877,$174.60 ,$174.73 ,$172.72 
6/21/2019,$173.44 ,11728250,$173.27 ,$174.81 ,$173.16 
